ar,sveitarfelag,heildarskuldir,eignir,tekjur,gjold,afskriftir,eigid_fe,veltufjarmunir,skammtimaskuldir,veltufe,skuldahlutf,veltufjarhlutf,eignahlutf,rekstrarnidurstada,rekstrarnidurstada_hlutf,framlegd,framlegd_hlutf,mannfjoldi
2007,Hafnarfjarðarkaupstaður,21582941000,28346946000,12186148000,11244875000,716018000,6764005000,3578482000,7684924000,1978483000,1.7711044540079441,0.46564962776469876,1.3133958898372562,941273000,0.0772412250368205,1657291000,0.1359979379866386,23747
2007,Mosfellsbær,3730027000,6478716000,3963978000,3294574000,164216000,2748696000,693160000,718238000,600467000,0.9409807521636094,0.965083997226546,1.736908606827779,669404000,0.16887177476767026,833620000,0.21029884625999437,7243
2006,Reykjavíkurborg,143317905000,264608376000,73005782000,71069005000,8279529000,121290470000,17141649000,20177770000,11451142000,1.9631034840500716,0.8495313902378707,1.8463036841070206,1936777000,0.026529090531486943,10216306000,0.13993831337906906,114042
2006,Kópavogsbær,14563019000,28365558000,16882567000,11379692000,759331000,13802539000,3669947000,2535466000,2003425000,0.8626069127994576,1.447444769521658,1.9477800585167129,5502875000,0.32595013542668005,6262206000,0.3709273595656395,26495
2006,Seltjarnarnesbær,1258687000,4769739000,1980455000,1970663000,79203000,3511051000,1764635000,249029000,690696000,0.6355544559204829,7.086062265840525,3.789455996605987,9792000,0.004944318351085988,88995000,0.04493664334710963,4471
2006,Garðabær,3995124000,7918366000,4118601000,3703899000,273114000,3923242000,1115732000,840311000,795156000,0.9700196741563458,1.3277607933253284,1.9820075672244466,414702000,0.10069001585732631,687816000,0.1670023389010006,9414
2006,Hafnarfjarðarkaupstaður,18900524000,24083734000,10392912000,9825222000,644862000,5183201000,2396544000,6024387000,1510424000,1.8185975210797514,0.3978071129892552,1.2742363121784348,567690000,0.05462280446519705,1212552000,0.11667105427237333,22496
2006,Mosfellsbær,4078352000,6048195000,3207629000,2793679000,151994000,1969844000,972879000,977807000,530782000,1.2714537747351704,0.9949601506227712,1.4829997508797672,413950000,0.1290517076631992,565944000,0.17643686349013554,6890
2005,Reykjavíkurborg,110752552000,214360962000,63086924000,61263008000,7171184000,103608412000,13296458000,14439679000,10356944000,1.755554796109571,0.9208278106459292,1.935494560883798,1823916000,0.028911157564125333,8995100000,0.14258263725142153,112979
2005,Kópavogsbær,12444609000,21914346000,12699499000,9818318000,690581000,9469737000,1497347000,1762190000,1661787000,0.9799291294877066,0.8497080337534545,1.7609509467111422,2881181000,0.22687359556467543,3571762000,0.28125219742920565,25785
2005,Seltjarnarnesbær,1188673000,2994165000,1985735000,1713797000,81013000,1805493000,538480000,252909000,319730000,0.5986060577065923,2.1291452656884493,2.518913948579635,271938000,0.13694576567366742,352951000,0.17774325375742484,4548
2005,Garðabær,4242419000,7953294000,3911338000,3243465000,250507000,3710873000,1410979000,1010056000,795347000,1.0846464815876307,1.3969314572657359,1.8747073308883446,667873000,0.1707530773356841,918380000,0.2347994471457082,9022
2005,Hafnarfjarðarkaupstaður,15466919000,21483463000,9048330000,8080521000,565526000,6016539000,2260164000,4134115000,1034466000,1.709367253404772,0.5467104809614634,1.3889943433465968,967809000,0.10695995835695647,1533335000,0.16946055238922542,21999
2005,Mosfellsbær,3718966000,5559148000,3062208000,2382137000,145167000,1840181000,834666000,642145000,403613000,1.2144720410893055,1.299809233117131,1.4948101165754137,680071000,0.22208517514159717,825238000,0.26949116454532157,6545
2004,Reykjavíkurborg,97798612000,191694212000,56135570000,56247315000,6788515000,93895607000,11594664000,14102805000,8721837000,1.7421861397327933,0.8221530397676207,1.9600913354475828,-111745000,-0.001990627333079543,6676770000,0.11894009448910914,112443
2004,Kópavogsbær,13791131000,20944500000,9576187000,8281301000,634578000,7153369000,1396837000,1718127000,1565789000,1.4401484641016304,0.812999853910683,1.5186934269567884,1294886000,0.13521937280464552,1929464000,0.20148562261785405,25329
2004,Seltjarnarnesbær,1145793000,2674913000,1683844000,1633238000,88625000,1529121000,345555000,238274000,199248000,0.6804626794406132,1.4502421581876328,2.33455170349269,50606000,0.03005385296975254,139231000,0.08268640087799108,4577
2004,Garðabær,4273633000,7475852000,3086897000,2842543000,225316000,3202220000,995253000,872181000,460557000,1.3844430183449594,1.1411083249921747,1.749296675685535,244354000,0.07915845588628322,469670000,0.15214955341885394,8847
2004,Hafnarfjarðarkaupstaður,15196017000,20089117000,8110724000,7331327000,499688000,4893141000,2654973000,3307949000,624431000,1.8735709660444617,0.8026039700128388,1.321998850093416,779397000,0.09609462731070617,1279085000,0.15770293749361955,21204
2004,Mosfellsbær,3929367000,5255077000,2351806000,2071419000,140958000,1325709000,549894000,645932000,331771000,1.6707870462104442,0.851318714663463,1.3373851309892917,280387000,0.11922199365083684,421345000,0.1791580598059534,6312
2003,Reykjavíkurborg,89179293000,176278484000,51941416000,53197828000,6904804000,87099191000,10740492000,10352521000,6508415000,1.7169207131357374,1.0374759925625845,1.9766750561702704,-1256412000,-0.024189020953914696,5648392000,0.10874543735965919,111764
2003,Kópavogsbær,14014476000,20262435000,8293525000,7796011000,610665000,6247959000,1729348000,1963409000,905466000,1.6898093392134226,0.8807884653681428,1.445821805966916,497514000,0.05998824384082763,1108179000,0.13361978169716737,24997
2003,Seltjarnarnesbær,1100688000,2608212000,1548975000,1534702000,85192000,1507524000,272983000,219547000,98435000,0.7105911974047354,1.2433920755009178,2.3696197287514718,14273000,0.009214480543585275,99465000,0.06421343146274149,4608
2003,Garðabær,3582509000,6732884000,2858638000,2715591000,205322000,3150375000,799449000,680515000,317343000,1.253222338750132,1.1747705781650661,1.8793767161506083,143047000,0.05004026392988549,348369000,0.12186537784777227,8672
2003,Hafnarfjarðarkaupstaður,14511082000,18164935000,6960675000,6891162000,467104000,3653853000,1386582000,2156333000,451847000,2.084723392487079,0.6430277698296135,1.2517974193792027,69513000,0.009986531478628151,536617000,0.07709266701864402,20716
2003,Mosfellsbær,3910707000,5098674000,2108688000,1990523000,138271000,1187967000,530833000,649636000,186978000,1.8545688124558968,0.8171237431423135,1.30377294949481,118165000,0.056037213660816584,256436000,0.12160926604599637,6179
2002,Reykjavíkurborg,78279000000,168401988000,48602066000,51877951000,6548255000,90122988000,10886232000,10903020000,6446451000,1.6106105448274566,0.9984602431252992,2.1513047943893,-3275885000,-0.06740217586635103,3272370000,0.06732985383790063,111476
2002,Kópavogsbær,12987771000,19364901000,7670806000,7227834000,593608000,6377130000,1577741000,1555824000,1086052000,1.6931429370003621,1.0140870689743826,1.4910103511988315,442972000,0.057747777743303634,1036580000,0.13513312681874629,24267
2002,Seltjarnarnesbær,1134588000,2614266000,1511710000,1552825000,117896000,1479678000,233752000,267177000,144679000,0.7505328402934425,0.8748956684145716,2.3041544595923806,-41115000,-0.02719767680309054,76781000,0.05079082628281879,4659
2002,Garðabær,2856601000,6136374000,2627581000,2504813000,191447000,3279774000,630620000,641352000,353111000,1.0871600152383505,0.9832665993089599,2.1481382944275382,122768000,0.04672282224601259,314215000,0.11958337345261669,8420
2002,Hafnarfjarðarkaupstaður,13675015000,17744387000,6323329000,6396765000,420499000,4069372000,1232064000,1256181000,262618000,2.162629051880742,0.9808013335657839,1.2975771507380431,-73436000,-0.01161350295074003,347063000,0.05488612090245502,20259
2002,Mosfellsbær,3644132000,4888322000,1836305000,1926749000,132771000,1244190000,314670000,783966000,-48594000,1.9844916830265125,0.40138220279961123,1.3414228683263942,-90444000,-0.049253255858912326,42327000,0.023050092441070518,6018
2021,Reykjavíkurborg,407302323000,790566300000,202598663000,179196268000,18437259000,383263977000,83847325000,57891584000,26104032000,2.0103899846565128,1.4483508518267525,1.9409815642028636,23402395000,0.11551110285461262,41839654000,0.20651495612288417,132243
2021,Garðabær,22531983000,42814519000,20223209000,19815164000,2076192000,20282537000,2435879000,4167677000,2939060000,1.1141645720023958,0.5844692378991942,1.9001664877876039,408045000,0.020177064876301283,2484237000,0.1228408903849038,15096
