ar,sveitarfelag,hluti,heildarskuldir,eignir,tekjur,gjold,afskriftir,fjarmagnslidir,eigid_fe,veltufjarmunir,skammtimakrofur_eigin_fyrirtaeki,skammtimaskuldir,veltufe,mannfjoldi,nettoskuldir,skuldir_hlutf_tekjur,nettoskuldir_hlutf_tekjur,veltufjarhlutfall,eignahlutf,rekstrarnidurstada,rekstrarnidurstada_hlutf,framlegd,framlegd_hlutf,eiginfjarhlutfall,skuldahlutfall,skuldir_per_ibui,veltufe_hlutf_tekjur
2011,Garðabær,A-hluti,5890830000,15006878000,6278810000,5667871000,325220000,-326093000,9116048000,2104081000,117379000,1649943000,957563000,13393,3904128000,0.9382080362361658,0.6217942571920475,1.2752446599670413,2.5474980605449487,284846000,0.04536623978110502,610066000,0.09716267891527217,0.6074579935946703,0.39254200640532966,439843.9483312178,0.1525070833485963
2011,Hafnarfjarðarkaupstaður,A-hluti,30962206000,36013338000,14350148000,13140745000,619853000,-2033117000,5051132000,2414894000,19174000,4750999000,1342239000,26099,28566486000,2.157622764587515,1.9906753574945708,0.508291835043535,1.1631386342433094,-823714000,-0.05740108046272415,-203861000,-0.01420619494656083,0.1402572569085376,0.8597427430914624,1186336.8711444882,0.0935348541353023
2011,Mosfellsbær,A-hluti,7526416000,10901830000,5209330000,4785828000,220201000,-433912000,3375414000,928044000,242955000,1206134000,564894000,8642,6841327000,1.4447953959530304,1.313283474074401,0.7694368950713603,1.4484756091079738,-10410000,-0.0019983375981172244,209791000,0.0402721655184064,0.30961902726422996,0.69038097273577,870911.3631103911,0.1084388971326447
2010,Reykjavíkurborg,A-hluti,47808842000,128123280000,60366394000,60584676000,2969868000,1690652000,80314437000,24948784000,897992000,10318562000,6117697000,118326,23758050000,0.7919777682927358,0.39356417413304495,2.4178547359603013,2.679907620435567,1472370000,0.024390557434986096,4442238000,0.07358793039716767,0.6268528014580956,0.37314719854190437,404043.42240927607,0.10134276034443933
2010,Kópavogsbær,A-hluti,32998614000,48490553000,16393214000,15511294000,1020229000,306949000,15491939000,2263475000,0,3433863000,600241000,30357,30735139000,2.0129435265104205,1.8748696259318032,0.6591628728344724,1.4694724148111191,1188869000,0.07252202039209639,2209098000,0.13475685731913217,0.31948365282614943,0.6805163471738506,1087018.2824389762,0.036615211635741475
2010,Seltjarnarnesbær,A-hluti,1735917000,5545321000,2265092000,2324596000,81013000,79900000,3809404000,1441890000,647349000,724185000,96823000,4395,941376000,0.7663781426979567,0.4156016620958442,1.9910520101907663,3.1944620624142743,20396000,0.009004490766820951,101409000,0.04477036694315286,0.6869582482240433,0.3130417517759567,394975.4266211604,0.042745725118449936
2010,Garðabær,A-hluti,6524608000,15087743000,5335162000,4915602000,312026000,50535000,8563135000,2321403000,41293000,1433446000,758545000,13166,4244498000,1.2229446828418706,0.7955705937326739,1.6194561915830803,2.312436701178063,470095000,0.08811260089196916,782121000,0.1465974229086202,0.5675557305025676,0.4324442694974324,495564.93999696185,0.14217843806804742
2010,Hafnarfjarðarkaupstaður,A-hluti,30020024000,35894869000,12364419000,12306263000,626636000,156347000,5874845000,2190448000,72484000,8450620000,321168000,25913,27902060000,2.427936484520623,2.2566414159856603,0.25920559674911425,1.1956975450785783,214503000,0.01734840917312815,841139000,0.06802899513515354,0.1636680997498556,0.8363319002501444,1158492.8028402731,0.025975179262365665
2010,Mosfellsbær,A-hluti,7496872000,10789970000,4106309000,4027671000,185302000,-293434000,3293099000,842941000,225663000,1248188000,86146000,8553,6879594000,1.8256960204407413,1.6753717267745802,0.6753317609206305,1.4392629352615331,-214796000,-0.05230877656795921,-29494000,-0.007182606082494035,0.30520001445787154,0.6947999855421285,876519.583771776,0.020978937532465287
2009,Reykjavíkurborg,A-hluti,33824294000,97593867000,59742524000,56676604000,2311425000,232960000,63769573000,22634081000,455317000,10687993000,6622449000,119547,11645530000,0.5661678103857815,0.19492865751704766,2.1177110613751338,2.88531867065725,3298880000,0.055218289739482715,5610305000,0.09390806789482145,0.6534178320856986,0.3465821679143014,282937.20461408485,0.11084983620712108
2009,Kópavogsbær,A-hluti,37671783000,48837076000,16304581000,16177970000,958586000,-2470711000,11165293000,4114808000,1589019000,5780072000,608344000,29976,35145994000,2.310502980726705,2.1555901375202464,0.7118956303658501,1.2963834496498348,-2344100000,-0.14376941057240294,-1385514000,-0.08497697671593032,0.22862329022319028,0.7713767097768097,1256731.4851881505,0.03731123173297124
2009,Seltjarnarnesbær,A-hluti,1794730000,5246520000,2089608000,2516689000,80475000,116782000,3451790000,1381906000,524844000,711484000,-220022000,4403,937668000,0.8588835800781773,0.4487291396281025,1.9422868258456971,2.9232920829316944,-310299000,-0.14849627298517235,-229824000,-0.10998426499132852,0.6579199164398497,0.3420800835601503,407615.2623211447,-0.10529343302667295
2009,Garðabær,A-hluti,6281068000,14141645000,5076208000,4720566000,235792000,40265000,7860577000,1819283000,39236000,1285174000,769204000,12876,4501021000,1.237354340090083,0.8866896313153441,1.415592752421073,2.251471405818246,395907000,0.07799266696715343,631699000,0.12444308822648717,0.5558460136709696,0.44415398632903036,487812.05343274307,0.15153122173086683
2009,Hafnarfjarðarkaupstaður,A-hluti,33249506000,37317760000,12908494000,12499403000,571360000,-1922415000,4068254000,2214388000,0,7290435000,25056000,25850,31035118000,2.5757850605965342,2.404240029859409,0.3037388029658038,1.122355321609891,-1513324000,-0.11723474481221434,-941964000,-0.07297241645694688,0.1090165647670171,0.8909834352329828,1286247.8143133463,0.0019410474994216987
2009,Mosfellsbær,A-hluti,6917607000,10425041000,4142223000,4015898000,147051000,-460547000,3507432000,862888000,181431000,1249254000,28626000,8403,6236150000,1.6700228355643818,1.5055080327640495,0.6907226232615625,1.5070299599268937,-334222000,-0.08068662648051542,-187171000,-0.04518612348973003,0.33644299336568556,0.6635570066343144,823230.6319171725,0.006910781964177206
2008,Reykjavíkurborg,A-hluti,31666864000,92137556000,58797352000,56766808000,2024814000,296309000,60470692000,20178178000,0,11612801000,6445921000,118827,11488686000,0.5385763630988007,0.19539461573031383,1.7375806233138757,2.909588900246011,2326853000,0.03957411211307611,4351667000,0.07401127520164513,0.6563088345864091,0.3436911654135909,266495.5271108418,0.10962944385658728
